107609;г.Санкт-Петербург, Круговая улица, дом 15, строение 1
212140;г.Санкт-Петербург, улица Красного Курсанта, дом 31, строение 2
65482;г.Санкт-Петербург, Мельничная улица, дом 20б
13230;г.Санкт-Петербург, Ординарная улица, дом 8
